SDG Goal,SDG Target,SDG Indicator,Country or Territory code,Country or Territory Name,SDG Region,SDG Sub-Region,Data Reference Year,Urban population living in slums or informal settlements (thousands),Data Units,Data Source,Footnote
11,11.1,11.1.1,231,Ethiopia,Sub-Saharan Africa,Eastern Africa,2020," 15,733 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,231,Ethiopia,Sub-Saharan Africa,Eastern Africa,2021," 16,458 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,231,Ethiopia,Sub-Saharan Africa,Eastern Africa,2022," 17,207 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,242,Fiji,Oceania excluding Australia and New Zealand,Melanesia,2001, 59 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,242,Fiji,Oceania excluding Australia and New Zealand,Melanesia,2002, 60 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,242,Fiji,Oceania excluding Australia and New Zealand,Melanesia,2003, 60 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,242,Fiji,Oceania excluding Australia and New Zealand,Melanesia,2004, 61 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,242,Fiji,Oceania excluding Australia and New Zealand,Melanesia,2005, 61 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,242,Fiji,Oceania excluding Australia and New Zealand,Melanesia,2006, 60 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,242,Fiji,Oceania excluding Australia and New Zealand,Melanesia,2007, 59 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,242,Fiji,Oceania excluding Australia and New Zealand,Melanesia,2008, 58 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
